trade_date,price,amount,d1_origin_price,d1_price,yesterday_amount,p_banana_d1_price,p_banana_d1_amount,d5_avg_price
2013/5/7,40,20355,33,39.4,21622,33.9,3413,39.28
2013/5/8,39.4,23269,32.25,40,20976,33.6,6582,39.68
2013/5/9,38,24144,32.25,39.4,19950,35.7,5590,39.76
2013/5/10,39,28515,31.5,38,22575,36.7,4924,39.42
2013/5/11,39.5,21875,30,39,14797,34.9,4414,39.16
2013/5/12,39.1,22808,30.5,39.5,20355,38.1,3542,39.18
2013/5/14,37.6,18490,30.5,39.1,23269,32.9,3361,39
2013/5/15,36.8,21570,30.5,37.6,24144,33.5,4086,38.64
2013/5/16,35.1,21883,30,36.8,28515,37.2,3864,38.4
2013/5/17,34.5,21335,30,35.1,21875,36.6,3281,37.62
2013/5/18,34.7,20688,27,34.5,22808,33.7,3879,36.62
2013/5/19,33.9,21495,27,34.7,18490,37,4183,35.74
2013/5/21,31.1,27300,26.5,33.9,21570,33.3,4692,35
2013/5/22,29.2,29593,24,31.1,21883,32.1,5812,33.86
2013/5/23,30.4,26193,22,29.2,21335,31.9,4763,32.68
2013/5/24,30.7,34503,16.25,30.4,20688,34.5,7002,31.86
2013/5/25,29.9,30089,13,30.7,21495,37.8,3638,31.06
2013/5/26,29.9,25560,13,29.9,27300,33.7,3759,30.26
2013/5/28,26.9,29600,11.25,29.9,29593,31.8,3907,30.02
2013/5/29,24.2,27154,12,26.9,26193,29.1,6779,29.56
2013/5/30,23.3,25539,11.25,24.2,34503,28.4,5157,28.32
2013/5/31,19.4,22443,11.25,23.3,30089,23.1,5261,26.84
2013/6/1,18.8,24355,11.75,19.4,25560,27.6,3246,24.74
2013/6/2,17.8,23307,11.75,18.8,29600,21.2,4913,22.52
2013/6/4,18.2,24741,11.5,17.8,27154,21.2,3682,20.7
2013/6/5,17.3,27490,11,18.2,25539,24.9,5356,19.5
2013/6/6,17.3,26306,11.25,17.3,22443,24.5,4558,18.3
2013/6/7,17.8,27556,11.5,17.3,24355,24.4,4594,17.88
2013/6/8,17.7,32103,11.25,17.8,23307,28.1,6921,17.68
2013/6/9,18.4,30282,11.5,17.7,24741,28.8,4901,17.66
2013/6/11,18.1,33420,9.67,18.4,27490,26,3419,17.7
2013/6/12,16.5,31599,7.25,18.1,26306,24.6,4736,17.86
2013/6/15,14.7,43628,6.25,16.5,27556,30.2,3016,17.7
2013/6/16,12.8,35775,6.25,14.7,32103,23.7,6465,17.08
2013/6/18,12.2,34557,6.25,12.8,30282,24.8,4921,16.1
2013/6/19,10.5,30231,6.75,12.2,33420,19.9,7093,14.86
2013/6/20,10.7,28707,6.75,10.5,31599,21.4,6008,13.34
2013/6/21,11.3,27298,6.75,10.7,43628,21.4,5472,12.18
2013/6/22,11.5,32654,6.5,11.3,35775,19.4,7613,11.5
2013/6/23,11.4,27728,6.25,11.5,34557,18.8,4544,11.24
2013/6/25,11.6,24192,6.25,11.4,30231,22.3,2625,11.08
2013/6/26,10.3,27570,6.5,11.6,28707,18.3,4684,11.3
2013/6/27,9.2,23505,7.5,10.3,27298,22.1,2623,11.22
2013/6/28,9.1,21699,7.75,9.2,32654,16.8,3400,10.8
2013/6/29,9.8,20539,7.75,9.1,27728,16.9,3070,10.32
2013/6/30,9.8,21300,8,9.8,24192,17,3667,10
2013/7/2,10.2,22706,7.75,9.8,27570,16.9,3907,9.64
2013/7/3,10.4,21321,8.5,10.2,23505,16.1,4758,9.62
2013/7/4,10.5,18908,8.25,10.4,21699,16.5,4010,9.86
2013/7/5,11,19394,8.25,10.5,20539,16.6,3520,10.14
2013/7/6,12.1,22204,8.5,11,21300,18.9,3719,10.38
2013/7/7,13.9,22947,9.25,12.1,22706,16,5638,10.84
2013/7/9,14.2,28335,9.25,13.9,21321,18.5,4809,11.58
2013/7/10,13.3,22255,9.25,14.2,18908,17.6,5333,12.34
2013/7/11,12.9,20543,9.25,13.3,19394,17,4460,12.9
2013/7/12,12.1,23480,9.25,12.9,22204,16.4,4258,13.28
2013/7/13,11.3,17304,9.75,12.1,22947,14.6,5271,13.28
2013/7/14,13.1,12570,9.75,11.3,28335,11.9,4020,12.76
2013/7/16,13.8,25811,10.25,13.1,22255,24.1,918,12.54
2013/7/17,12.5,19515,11.25,13.8,20543,15.2,5728,12.64
2013/7/18,13.5,17306,11.75,12.5,23480,18,3682,12.56
2013/7/19,13.6,16455,11.75,13.5,17304,16.2,3267,12.84
2013/7/20,15,17582,14.5,13.6,12570,17.1,4369,13.3
2013/7/21,17.7,17745,16.5,15,25811,18.8,4008,13.68
2013/7/23,19.9,25095,16,17.7,19515,17.8,5370,14.46
2013/7/24,21.6,19753,19,19.9,17306,17.9,4340,15.94
2013/7/25,21.6,16965,20.5,21.6,16455,17.1,3566,17.56
2013/7/26,18.5,19265,21.25,21.6,17582,20.7,3144,19.16
2013/7/27,19.1,17165,20.5,18.5,17745,17.3,3536,19.86
2013/7/28,21.6,15879,20.75,19.1,25095,19.1,3345,20.14
2013/7/30,21.6,16505,21.25,21.6,19753,22.2,2708,20.48
2013/7/31,21.6,17487,24.5,21.6,16965,18.9,3707,20.48
2013/8/1,19.9,19390,25.25,21.6,19265,18.9,5192,20.48
2013/8/2,18.4,20680,24.4,19.9,17165,17.5,2787,20.76
2013/8/3,20,18170,26,18.4,15879,18.1,3503,20.62
2013/8/4,21.9,14715,26,20,16505,19.4,4153,20.3
2013/8/6,23.9,21936,26.2,21.9,17487,16.4,3606,20.36
2013/8/7,24.8,21355,27.8,23.9,19390,18.4,6365,20.82
2013/8/8,25.3,20925,27.75,24.8,20680,22.8,3238,21.8
2013/8/9,21.2,20760,26.6,25.3,18170,23.1,2019,23.18
2013/8/10,22.5,16464,26.2,21.2,14715,22.4,2629,23.42
2013/8/11,23.3,16978,26.8,22.5,21936,23.3,3455,23.54
2013/8/13,21.4,22500,27.4,23.3,21355,19.8,4014,23.42
2013/8/14,22,18623,24.6,21.4,20925,21,5819,22.74
2013/8/15,22.6,18634,24.2,22,20760,18.6,4040,22.08
2013/8/16,22.6,16281,24.4,22.6,16464,18.9,3603,22.36
2013/8/17,23.6,16740,24,22.6,16978,20.5,4997,22.38
2013/8/18,27,16560,24.6,23.6,22500,22.3,4302,22.44
2013/8/20,25.7,28114,24.2,27,18623,25.5,3579,23.56
2013/8/21,25,28248,22,25.7,18634,21.6,7745,24.3
2013/8/24,23.6,28764,21,25,16281,21.5,4639,24.78
2013/8/25,23.2,21227,21.4,23.6,16740,26.3,2822,24.98
2013/8/27,24.9,20924,20.8,23.2,16560,23.2,3905,24.9
2013/8/28,27.6,15886,22.8,24.9,28114,20,7006,24.48
2013/8/29,28.6,16268,22.4,27.6,28248,20.1,5605,24.86
2013/8/30,28.7,16964,21.6,28.6,28764,19.4,5639,25.58
2013/8/31,27.3,17100,22.8,28.7,21227,21.1,1517,26.6
2013/9/1,28.6,13995,24,27.3,20924,27.5,2202,27.42
2013/9/3,34.3,19128,24.4,28.6,15886,25.5,2537,28.16
2013/9/4,33.6,17707,26.5,34.3,16268,21,7889,29.5
2013/9/5,36.7,19450,27.5,33.6,16964,25.1,5119,30.5
2013/9/6,35.3,20715,27.8,36.7,17100,24.1,5221,32.1
2013/9/7,40.2,18482,28,35.3,13995,27.3,3755,33.7
2013/9/8,42.2,15125,30.2,40.2,19128,25.2,3524,36.02
2013/9/10,40.3,18912,30.8,42.2,17707,24.5,3819,37.6
2013/9/11,38.8,15975,31.2,40.3,19450,24.2,7563,38.94
2013/9/12,36.7,16877,31.6,38.8,20715,23.9,4393,39.36
2013/9/13,33.9,15026,32,36.7,18482,27,1891,39.64
2013/9/14,35.6,15588,33.8,33.9,15125,24.6,4709,38.38
2013/9/15,36.2,15167,33.8,35.6,18912,23.2,3801,37.06
2013/9/16,32.8,11595,33.75,36.2,15975,25.2,3052,36.24
2013/9/17,32.2,10922,33.75,32.8,16877,25.7,681,35.04
2013/9/18,32.5,20100,35,32.2,15026,22.7,7031,34.14
2013/9/19,34.1,21583,35.6,32.5,15588,24.3,5456,33.86
2013/9/22,34,18080,33.6,34.1,15167,23.7,3232,33.56
2013/9/24,33.5,22032,34.75,34,11595,28.6,3014,33.12
2013/9/25,30.9,19300,30.4,33.5,10922,24.5,6598,33.26
2013/9/26,30.7,21332,29.4,30.9,20100,22.2,4657,33
2013/9/27,30.8,17999,29.25,30.7,21583,24.9,4888,32.64
2013/9/28,31,18493,28.4,30.8,18080,23.6,4171,31.98
2013/9/29,30,19324,28.6,31,22032,19.8,5623,31.38
2013/10/1,28.1,18755,28.2,30,19300,21.6,4074,30.68
2013/10/2,31.4,20630,29.2,28.1,21332,24.7,4796,30.12
2013/10/3,30.8,20992,29.67,31.4,17999,25.2,4286,30.26
2013/10/4,33.5,19596,29.67,30.8,18493,25.3,4195,30.26
2013/10/5,37.6,22548,30,33.5,19324,27,4627,30.76
2013/10/6,35,21220,30.33,37.6,18755,26.8,4432,32.28
2013/10/8,32.3,20893,31,35,20630,25.4,3205,33.66
2013/10/9,33.4,19503,30.83,32.3,20992,25.1,4807,33.84
2013/10/10,33.5,16435,31,33.4,19596,26.8,3434,34.36
2013/10/11,32.5,16170,30.83,33.5,22548,30.2,2855,34.36
2013/10/12,34.4,16502,32.17,32.5,21220,31.1,3543,33.34
2013/10/13,37.6,16875,33.8,34.4,20893,27.8,4791,33.22
2013/10/15,39,19660,33,37.6,19503,32.2,3862,34.28
2013/10/17,41.1,16730,36.67,39,16435,27,5211,35.4
2013/10/18,41.7,16782,37.17,41.1,16170,33.8,3998,36.92
2013/10/19,43.6,22610,37.17,41.7,16502,30.7,5979,38.76
2013/10/20,45.3,17805,37.6,43.6,16875,33.6,3528,40.6
2013/10/22,44.9,19264,36.83,45.3,19660,27.9,3146,42.14
2013/10/23,43.5,16185,38,44.9,16730,32.8,5644,43.32
2013/10/24,42.5,16216,38,43.5,16782,30.6,3091,43.8
2013/10/25,40,13785,38.5,42.5,22610,39.6,2406,43.96
2013/10/26,40.9,15315,38.67,40,17805,35.1,3336,43.24
2013/10/27,40.6,14824,38.67,40.9,19264,33.2,4270,42.36
2013/10/29,41.4,19855,38.67,40.6,16185,29.8,3203,41.5
2013/10/30,41.7,16057,38.67,41.4,16216,29.7,6477,41.08
2013/10/31,45.8,15982,40.17,41.7,13785,29.8,3875,40.92
2013/11/1,44.8,14812,40.5,45.8,15315,36.8,2337,42.08
2013/11/2,44.3,16446,41.6,44.8,14824,36.6,3508,42.86
2013/11/3,46.5,19005,43,44.3,19855,29.8,5444,43.6
2013/11/5,49.2,18017,43.8,46.5,16057,34.8,3563,44.62
2013/11/6,45.1,16382,45,49.2,15982,28.5,4714,46.12
2013/11/7,45.9,13894,45.4,45.1,14812,34.9,2881,45.98
2013/11/8,45,13770,45,45.9,16446,33.3,3589,46.2
2013/11/9,46.1,15870,46.6,45,19005,34.3,3747,46.34
2013/11/10,43.2,16573,45.4,46.1,18017,32.9,4278,46.26
2013/11/12,40.6,19357,43.6,43.2,16382,29.2,3559,45.06
2013/11/13,40.2,17365,42.6,40.6,13894,26,8147,44.16
2013/11/14,40.6,16847,41.2,40.2,13770,29.8,3520,43.02
2013/11/15,40.3,19073,40.2,40.6,15870,35.8,3375,42.14
2013/11/16,42,18794,38.4,40.3,16573,31.5,4999,40.98
2013/11/17,45.7,22929,37.6,42,19357,30.2,5305,40.74
2013/11/19,44.6,27525,36.2,45.7,17365,30.6,4085,41.76
2013/11/20,39.8,20406,32.6,44.6,16847,31.2,3425,42.64
2013/11/21,37.4,21692,31.6,39.8,19073,35.6,2565,42.48
2013/11/22,33.7,19591,31,37.4,18794,31.7,3387,41.9
2013/11/23,34.6,19075,31.2,33.7,22929,32,3442,40.24
2013/11/24,35.4,19185,31.6,34.6,27525,25.1,3217,38.02
2013/11/26,38.8,17764,32.6,35.4,20406,31.1,2982,36.18
2013/11/27,42.2,15643,33.6,38.8,21692,33.7,3221,35.98
2013/11/28,41.6,17517,35.2,42.2,19591,37.2,3127,36.94
2013/11/29,38,17156,35.6,41.6,19075,29.9,3644,38.52
2013/11/30,39.4,17782,36.4,38,19185,34.1,2513,39.2
2013/12/1,42.8,19380,38,39.4,17764,36.5,4007,40
2013/12/3,42.8,24474,37.8,42.8,15643,32.9,3180,40.8
2013/12/4,43.8,19246,40.2,42.8,17517,32.5,4100,40.92
2013/12/5,45.9,17370,40.6,43.8,17156,34.8,2714,41.36
2013/12/6,46.4,14974,40.8,45.9,17782,33.1,2252,42.94
2013/12/7,47.1,16964,41,46.4,19380,33.5,1872,44.34
2013/12/8,47.5,15000,41,47.1,24474,33.7,3193,45.2
2013/12/10,47,14892,41.4,47.5,19246,34.9,2345,46.14
2013/12/11,47.4,17450,42.2,47,17370,31.6,4485,46.78
2013/12/12,45.5,16604,43.4,47.4,14974,29.5,3762,47.08
2013/12/13,44,14955,43.4,45.5,16964,29.9,1841,46.9
2013/12/14,44.7,14730,43.2,44,15000,34.4,2274,46.28
2013/12/15,47.5,12450,43.4,44.7,14892,33.3,3797,45.72
2013/12/17,47.7,26259,42.4,47.5,17450,34.9,2486,45.82
2013/12/18,43.8,21924,41.4,47.7,16604,30,4515,45.88
2013/12/19,39,17580,40.4,43.8,14955,34.9,1656,45.54
2013/12/20,37.1,15231,38.2,39,14730,30.1,1551,44.54
2013/12/21,40.3,13101,38.4,37.1,12450,36.6,2358,43.02
2013/12/22,44.6,12815,39,40.3,26259,35.9,4043,41.58
2013/12/24,44.2,17188,39.2,44.6,21924,35,1698,40.96
2013/12/25,42.8,14755,39.2,44.2,17580,30.5,3379,41.04
2013/12/26,43.1,14335,37.4,42.8,15231,39.2,2331,41.8
2013/12/27,41.9,14990,37,43.1,13101,30.9,2327,43
2013/12/28,44.3,12368,36.6,41.9,12815,28.3,3825,43.32
2013/12/29,47.4,15663,38.4,44.3,17188,28.6,3387,43.26
2013/12/31,47.6,17096,40.6,47.4,14755,31.7,2247,43.9
2014/1/1,50.5,20760,40.2,47.6,14335,27.3,5616,44.86
2014/1/2,56,16090,41,50.5,14990,33.5,1760,46.34
2014/1/3,57,15423,40.8,56,12368,36.1,1186,49.16
2014/1/4,55.4,9478,40.4,57,15663,42.6,1184,51.7
2014/1/5,57.4,13685,41.2,55.4,17096,33.6,2483,53.3
2014/1/7,54.2,12132,42,57.4,20760,33.7,2148,55.26
2014/1/8,55.6,13436,43.4,54.2,16090,33.4,2986,56
2014/1/9,53.4,13514,44.6,55.6,15423,36,2432,55.92
2014/1/10,46.5,13440,45,53.4,9478,47.1,1413,55.2
2014/1/11,48,10200,44.8,46.5,13685,34.5,2810,53.42
2014/1/12,55.3,10159,45.2,48,12132,34.2,1936,51.54
2014/1/14,54.5,15816,45,55.3,13436,38.4,3241,51.76
2014/1/15,52.9,20185,45.6,54.5,13514,35,4644,51.54
2014/1/16,53.4,18137,46,52.9,13440,36.3,1948,51.44
2014/1/17,50.7,12815,46,53.4,10200,35.4,2998,52.82
2014/1/18,55.8,11328,47,50.7,10159,39.4,1915,53.36
2014/1/19,55.5,10740,47.6,55.8,15816,29.9,1508,53.46
2014/1/21,51.8,12705,48.4,55.5,20185,34.1,1940,53.66
2014/1/22,49.7,13236,48.6,51.8,18137,32.7,4883,53.44
2014/1/23,47.2,15377,49,49.7,12815,30.1,3354,52.7
2014/1/24,44.6,11033,48.8,47.2,11328,28.5,2604,52
2014/1/25,44.5,11685,50.4,44.6,10740,28.8,2182,49.76
2014/1/26,49.5,9850,50.4,44.5,12705,28.1,2013,47.56
2014/1/27,47.6,9450,50.2,49.5,13236,24.1,3383,47.1
2014/1/28,45,13620,48.4,47.6,15377,33.2,1030,46.68
2014/1/29,44.3,13475,44,45,11033,28.3,2233,46.24
2014/1/30,43.9,11740,40.6,44.3,11685,35.7,2449,46.18
2014/2/5,40.7,19469,39.4,43.9,9850,52.1,719,46.06
2014/2/6,49.5,14358,37.6,40.7,9450,50,1462,44.3
2014/2/7,50.9,14829,37.6,49.5,13620,50.6,1806,44.68
2014/2/8,50.6,18540,37.4,50.9,13475,44.2,2972,45.86
2014/2/9,49.4,12441,37.6,50.6,11740,45.4,2216,47.12
2014/2/11,47.2,14695,37.2,49.4,19469,43.5,1292,48.22
2014/2/12,45,16420,34.2,47.2,14358,39,2446,49.52
2014/2/13,44,15855,33.8,45,14829,34.4,2751,48.62
2014/2/14,41.2,23115,33.8,44,18540,37.2,3547,47.24
2014/2/18,47.6,19930,34.2,41.2,12441,36.8,2441,45.36
2014/2/19,50,16950,34.2,47.6,14695,35.1,4130,45
2014/2/20,47,15310,34.6,50,16420,40.2,2729,45.56
2014/2/21,44.2,14535,34,47,15855,32.8,2148,45.96
2014/2/22,48.3,15315,35.8,44.2,23115,39.1,1539,46
2014/2/23,50.2,13515,35.8,48.3,19930,42.7,2641,47.42
2014/2/25,50.9,15590,35.8,50.2,16950,35.7,1977,47.94
2014/2/26,51.3,16224,40.2,50.9,15310,39.7,3824,48.12
2014/2/27,52.4,14349,42.2,51.3,14535,39.9,3967,48.98
2014/2/28,55.1,15622,42.6,52.4,15315,37.9,4178,50.62
2014/3/1,56.3,21901,43.8,55.1,13515,36.7,3490,51.98
2014/3/2,59.1,17307,43.4,56.3,15590,38.9,2125,53.2
2014/3/4,58.2,18785,44,59.1,16224,42.9,1332,54.84
2014/3/5,57.2,14588,47.4,58.2,14349,41.7,2576,56.22
2014/3/6,55.4,15088,50.2,57.2,15622,42.3,2379,57.18
2014/3/7,53.3,11782,49.4,55.4,21901,41.9,2622,57.24
2014/3/8,54.6,13879,50,53.3,17307,42.3,3215,56.64
2014/3/9,52.4,14986,51.6,54.6,18785,41,3166,55.74
2014/3/11,51.2,15818,50.4,52.4,14588,35.1,1433,54.58
2014/3/12,53.7,15220,48.6,51.2,15088,39,4632,53.38
2014/3/13,57.8,15810,48.8,53.7,11782,40,3381,53.04
2014/3/14,57.7,17771,48.2,57.8,13879,43.5,2918,53.94
2014/3/15,58.7,26428,48.8,57.7,14986,41.3,2970,54.56
2014/3/16,58.6,20611,47.6,58.7,15818,40.7,2660,55.82
2014/3/18,60.8,18012,46.6,58.6,15220,46.8,1585,57.3
2014/3/19,60.5,17685,47.6,60.8,15810,45,2721,58.72
2014/3/20,58.4,15186,48.8,60.5,17771,43.4,2780,59.26
2014/3/21,55.6,15297,48.6,58.4,26428,44.8,2988,59.4
2014/3/22,54.9,16252,50.8,55.6,20611,46.4,2435,58.78
2014/3/23,57.1,17111,51,54.9,18012,42.1,3196,58.04
2014/3/25,56.5,15147,51,57.1,17685,48.4,2653,57.3
2014/3/26,57.7,18592,49.4,56.5,15186,41.1,4081,56.5
2014/3/27,57.8,13901,51.6,57.7,15297,44.8,2295,56.36
2014/3/28,56.9,16871,51.4,57.8,16252,40.9,2102,56.8
2014/3/29,56.1,17853,50.6,56.9,17111,46.8,2428,57.2
2014/3/30,54.2,19900,50.2,56.1,15147,43.7,3926,57
2014/4/1,52,27570,49,54.2,18592,44.1,2955,56.54
2014/4/2,50.2,22220,44,52,13901,46.1,3756,55.4
2014/4/3,51.8,18253,43.5,50.2,16871,49.4,2751,53.88
2014/4/4,52.8,20639,43.5,51.8,17853,49.4,2599,52.86
2014/4/8,49.8,32158,41,52.8,19900,49.9,3521,52.2
2014/4/9,44.4,24692,36.75,49.8,27570,44.5,5804,51.32
2014/4/10,43.2,19062,35.75,44.4,22220,44.9,3622,49.8
2014/4/11,44.1,19922,36,43.2,18253,43.5,2591,48.4
2014/4/12,46.3,19346,34,44.1,20639,47.2,3216,46.86
2014/4/13,47.9,26615,33.75,46.3,32158,43.8,4092,45.56
2014/4/15,49.2,28265,33.75,47.9,24692,44.5,4296,45.18
2014/4/16,49.2,25400,35.25,49.2,19062,46.2,3672,46.14
2014/4/17,46.2,19590,37,49.2,19922,41.5,3646,47.34
2014/4/18,43.4,20662,37.75,46.2,19346,42.8,2927,47.76
2014/4/19,42.7,18709,38.25,43.4,26615,39.3,3425,47.18
2014/4/20,42.2,21261,36.75,42.7,28265,41.6,4224,46.14
2014/4/22,41.7,24405,36.5,42.2,25400,44.9,2504,44.74
2014/4/23,43.1,24646,38,41.7,19590,42.3,4347,43.24
2014/4/24,40.8,21260,39,43.1,20662,39.3,2554,42.62
2014/4/25,41,19726,39,40.8,18709,41.7,2310,42.1
2014/4/26,42.5,15040,39,41,21261,46.5,2859,41.76
2014/4/27,47,21702,39.5,42.5,24405,42.3,3788,41.82
2014/4/29,49.5,29901,39.5,47,24646,47.2,3641,42.88
2014/4/30,47.8,26847,36.75,49.5,21260,45.8,4665,44.16
2014/5/1,47.4,23312,36.5,47.8,19726,47,2538,45.56
2014/5/2,45.3,20563,36.5,47.4,15040,47.2,2223,46.84
2014/5/3,45,20020,35.75,45.3,21702,45.7,2879,47.4
2014/5/4,44.6,21472,36.25,45,29901,45,2654,47
2014/5/6,44.1,21499,36,44.6,26847,47.1,3046,46.02
2014/5/7,42.9,23149,36,44.1,23312,46.2,2993,45.28
2014/5/8,41.6,21428,36.75,42.9,20563,44.4,3057,44.38
2014/5/9,42.7,19779,36.75,41.6,20020,44.3,2867,43.64
2014/5/10,45.7,20529,36.25,42.7,21472,47.3,4048,43.18
2014/5/11,48.9,21656,36,45.7,21499,47.1,4576,43.4
2014/5/13,48.9,26400,35.75,48.9,23149,44.8,3180,44.36
2014/5/14,50,26592,38.5,48.9,21428,43,5017,45.56
2014/5/15,48.4,21713,40,50,19779,49.4,2192,47.24
2014/5/16,44.5,13735,39,48.4,20529,45.3,2420,48.38
2014/5/17,47.9,14372,40,44.5,21656,41,3326,48.14
2014/5/18,48.3,17283,40,47.9,26400,40.1,4092,47.94
2014/5/20,43.2,17745,39.75,48.3,26592,41.7,2167,47.82
2014/5/21,43.1,17201,38.75,43.2,21713,42,4972,46.46
2014/5/22,41.8,16032,38.25,43.1,13735,42.1,2635,45.4
2014/5/23,42,16243,37.75,41.8,14372,39.7,2797,44.86
2014/5/24,44.3,18710,38.5,42,17283,40.8,3238,43.68
2014/5/25,41.3,20925,38.25,44.3,17745,43.4,3680,42.88
2014/5/27,41.3,21980,37.5,41.3,17201,41.7,2166,42.5
2014/5/28,44.8,21572,32.25,41.3,16032,42,6164,42.14
2014/5/29,42.8,30469,31,44.8,16243,40.4,5006,42.74
2014/5/30,39.7,24184,31,42.8,18710,39.5,3862,42.9
2014/5/31,39.5,21145,30.5,39.7,20925,38.6,4329,41.98
2014/6/1,37.7,20092,27.5,39.5,21980,35.8,4727,41.62
2014/6/2,37.8,16723,26.5,37.7,21572,31.4,3530,40.9
2014/6/5,39.1,22535,23.5,37.8,30469,40.6,1148,39.5
2014/6/6,33.8,23348,22.25,39.1,24184,35.2,6971,38.76
2014/6/7,28.8,21463,19.75,33.8,21145,32.9,4102,37.58
2014/6/8,26.8,24989,19,28.8,20092,40.2,2961,35.44
2014/6/10,26.2,23123,19,26.8,16723,35.5,2473,33.26
2014/6/11,27.9,24970,14.75,26.2,22535,34.5,6317,30.94
2014/6/12,28.6,30658,14.5,27.9,23348,39.6,4929,28.7
2014/6/13,26.5,26708,14.5,28.6,21463,32,4637,27.66
2014/6/14,26.1,24149,13.25,26.5,24989,34.6,3546,27.2
2014/6/15,26.3,20582,13.25,26.1,23123,37.9,3212,27.06
2014/6/17,26.6,23105,13.25,26.3,24970,32.1,2910,27.08
2014/6/18,25.9,18626,13.75,26.6,30658,34.8,5890,26.82
2014/6/19,22.8,22138,14.75,25.9,26708,32.8,3484,26.28
2014/6/20,21.3,18779,15.5,22.8,24149,32.5,4024,25.54
2014/6/21,21.6,18610,15.25,21.3,20582,24,5393,24.58
2014/6/22,21.7,17454,14.75,21.6,23105,22.3,3784,23.64
2014/6/24,21.9,20949,14.75,21.7,18626,22,3488,22.66
2014/6/25,24.6,18088,15,21.9,22138,21.8,5767,21.86
2014/6/26,23.9,25229,15.75,24.6,18779,24.8,5322,22.22
2014/6/27,22.7,27668,16.5,23.9,18610,26.8,4463,22.74
2014/6/28,25,21635,17,22.7,17454,28.4,4163,22.96
2014/6/29,25.1,19252,18,25,20949,26.8,3829,23.62
2014/7/1,21.8,23398,16.5,25.1,18088,24.1,3125,24.26
2014/7/2,19.4,22783,14.2,21.8,25229,22.2,4527,23.7
2014/7/3,15.7,23257,13.8,19.4,27668,23.6,3188,22.8
2014/7/4,13.3,23623,13,15.7,21635,21.3,3429,21.4
2014/7/5,14,19534,11.8,13.3,19252,20.4,4766,19.06
2014/7/6,15.3,20885,11.4,14,23398,21.4,4017,16.84
2014/7/8,15.2,24252,11.4,15.3,22783,22.4,4367,15.54
2014/7/9,15.5,21607,9.8,15.2,23257,19.8,6525,14.7
2014/7/10,17.6,25614,10,15.5,23623,21.8,5325,14.66
2014/7/11,17.9,32383,8.2,17.6,19534,19.8,5333,15.52
2014/7/12,17.2,26413,8.6,17.9,20885,21.1,4465,16.3
2014/7/13,16.5,21241,8.8,17.2,24252,24,2893,16.68
2014/7/15,16.5,24623,8.4,16.5,21607,21.1,2399,16.94
2014/7/16,17,22391,8.25,16.5,25614,18,4844,17.14
2014/7/17,15.1,21261,8.8,17,32383,20.6,3919,17.02
2014/7/18,13,22895,11,15.1,26413,19.2,3126,16.46
2014/7/19,14.7,17867,12.8,13,21241,18.4,3156,15.62
2014/7/20,17,17963,13.4,14.7,24623,21.5,4057,15.26
2014/7/22,19.8,20801,12.8,17,22391,23.9,2952,15.36
2014/7/23,22.7,18915,15.2,19.8,21261,18.9,9029,15.92
2014/7/24,21.8,17081,15.8,22.7,22895,24.2,5966,17.44
2014/7/25,20.4,23273,16,21.8,17867,20.7,1343,19.2
2014/7/26,23.9,21027,16.8,20.4,17963,25.9,4453,20.34
2014/7/27,25.9,24235,17.2,23.9,20801,20.1,6815,21.72
2014/7/29,23.9,23996,17.6,25.9,18915,20.1,6300,22.94
2014/7/30,22,19411,19.6,23.9,17081,19.2,4734,23.18
2014/7/31,20.6,18260,20.8,22,23273,20.2,2314,23.22
2014/8/1,21.6,16548,20.8,20.6,21027,21.7,3970,23.26
2014/8/2,25,15722,20.8,21.6,24235,19.1,2984,22.8
2014/8/3,27.2,15330,21.8,25,23996,21.7,2876,22.62
2014/8/5,27.4,16480,22.2,27.2,19411,24.5,3301,23.28
2014/8/6,28.3,15573,24.4,27.4,18260,24.3,3779,24.36
2014/8/7,30.7,16230,25.4,28.3,16548,21.4,3147,25.9
2014/8/8,33.3,18314,25.4,30.7,15722,21.6,3702,27.72
2014/8/9,35.2,18207,26.6,33.3,15330,24.8,3417,29.38
2014/8/10,36.7,21972,27.6,35.2,16480,26.2,4301,30.98
2014/8/13,32.7,21290,31,36.7,15573,31.1,2403,32.84
2014/8/14,33.4,18374,31.4,32.7,16230,26.2,2739,33.72
2014/8/15,32.6,19237,31.8,33.4,18314,34.6,1236,34.26
2014/8/16,35.2,17767,31.4,32.6,18207,28.4,2934,34.12
2014/8/17,37.7,14070,33.6,35.2,21972,26.2,2895,34.12
2014/8/19,34.8,17656,33.2,37.7,21290,22.3,3890,34.32
2014/8/20,33.2,15806,35.4,34.8,18374,25.2,4698,34.74
2014/8/21,36.5,14885,35.2,33.2,19237,23.3,2507,34.7
2014/8/22,37.3,18505,37,36.5,17767,22.1,2528,35.48
2014/8/23,38.5,16950,37.6,37.3,14070,26.2,4350,35.9
2014/8/24,38,18830,37.6,38.5,17656,25.2,4823,36.06
2014/8/26,36.8,20788,37.6,38,15806,26.2,3530,36.7
2014/8/27,36.1,19616,33.8,36.8,14885,27,3799,37.42
2014/8/28,34.8,18079,30.2,36.1,18505,25.5,2564,37.34
2014/8/29,30.5,17867,29.2,34.8,16950,27.2,2546,36.84
2014/8/30,28.8,18768,27.6,30.5,18830,28.7,2635,35.24
2014/8/31,28.1,18650,26.4,28.8,20788,30.8,2944,33.4
